time,ax,ay,az,label
0.0,-0.003232234447208705,0.5360647790966878,0.6358079282357524,misalignment
0.01,0.34834186966867475,0.15576845493848643,-0.4048287246873892,misalignment
0.02,-0.003933734220133575,-0.36369242748775055,-0.3108929784544361,misalignment
0.03,-0.3489991568652297,-0.29197063150817926,0.1162714749526841,misalignment
0.04,-0.00782096564961394,0.5020870417108116,0.6176372938439696,misalignment
0.05,0.3542985980819576,0.17999189234287283,-0.42931276582402383,misalignment
0.06,-0.007492768204683474,-0.37926388254345816,-0.30294321286121206,misalignment
0.07,-0.3488803096001353,-0.3006013415942316,0.11371453044374373,misalignment
0.08,0.0017258222647869507,0.5550429026812608,0.6438641052878179,misalignment
0.09,0.36100932726615464,0.18259175128272348,-0.38919775492764985,misalignment
0.1,0.004117928162477331,-0.3353872810141144,-0.3246965709154652,misalignment
0.11,-0.3452942544824879,-0.3352104171538363,0.12077106312991322,misalignment
0.12,-0.010534764983968978,0.4978964099648086,0.6081355749817411,misalignment
0.13,0.35820985543510975,0.1560461934750297,-0.46115374558353617,misalignment
0.14,-0.0012631921263609209,-0.3919841911338842,-0.3364650485210839,misalignment
0.15,-0.3589996654511419,-0.30911840600215956,0.11088041138443505,misalignment
0.16,0.00370550785253859,0.508645303851074,0.654533764590957,misalignment
0.17,0.3415811474305014,0.191826039713353,-0.46338484288332427,misalignment
0.18,0.0010243785706305843,-0.3557507341311248,-0.3215505421230928,misalignment
0.19,-0.34040724791079763,-0.3009050306071324,0.14809758919224714,misalignment
0.2,-0.014043440434499514,0.5571904253300816,0.6173142820102717,misalignment
0.21,0.3388559108536893,0.16629331039591838,-0.426221012070951,misalignment
0.22,0.004168439930969028,-0.3686786318341148,-0.31676914643467147,misalignment
0.23,-0.3541071356232529,-0.3173280854930873,0.12179862343822868,misalignment
0.24,0.005976694918984838,0.490189686310897,0.643263889180269,misalignment
0.25,0.3468721934482716,0.20269545808812875,-0.402581401706989,misalignment
0.26,0.0051100386124035046,-0.35084497238139445,-0.3298223918845745,misalignment
0.27,-0.3512844344054374,-0.3061653584566842,0.13073527800280277,misalignment
0.28,0.0013916885076130793,0.4954382813896123,0.5881734150070744,misalignment
0.29,0.3642767279145008,0.18695658741937138,-0.41736256619929285,misalignment
0.3,-0.0018802062904476932,-0.3504039551537553,-0.2975543475198137,misalignment
0.31,-0.34728160819718484,-0.3611934935648028,0.10989017220373325,misalignment
0.32,-0.007726493870413664,0.5255864634358965,0.616410868245126,misalignment
0.33,0.3584883463260543,0.16530179443959997,-0.4231440687904321,misalignment
0.34,-0.002304577514811095,-0.3591328571036019,-0.34008406645850764,misalignment
0.35000000000000003,-0.36331323771720864,-0.3141760087278255,0.100768672513752,misalignment
0.36,-0.008221987495695391,0.5244321017630509,0.6699906218558649,misalignment
0.37,0.3445829376344272,0.18033267332500438,-0.44111964014542254,misalignment
