time,ax,ay,az,label
0.0,0.020603917517355377,0.5925893635613931,0.838733943528989,bearing
0.01,0.39226431133346923,0.27839971810427505,-0.14068523501261884,bearing
0.02,-0.023549562658286047,-0.3100972688831439,-0.38076998756869584,bearing
0.03,-0.37172225465886316,-0.5312649263273084,-0.21912699453849155,bearing
0.04,-0.0023345042082010704,0.5587849954263349,0.8470555766994831,bearing
0.05,0.3825172283659473,0.30198986013328283,-0.2580788675927216,bearing
0.06,0.02230137688370824,-0.3353342468220172,-0.4070758428326074,bearing
0.07,-0.3739167258270654,-0.5557233841036138,-0.19053544784353368,bearing
0.08,0.0020025658856354395,0.5968679860337711,0.7577550299944845,bearing
0.09,0.3911593545710837,0.2251546807688773,-0.22496338326650683,bearing
0.1,-0.012263013388212732,-0.2804002435931115,-0.41702852033047133,bearing
0.11,-0.4118724398563908,-0.6174118523147711,-0.17648704936106985,bearing
0.12,0.03085317060809331,0.5691689740702535,0.8028156835240947,bearing
0.13,0.3997257816133029,0.3203133923101809,-0.20073516744921963,bearing
0.14,-0.006968252489249958,-0.32223386826835887,-0.41373216379353883,bearing
0.15,-0.3989108204787361,-0.5791979616135156,-0.1864966658657773,bearing
0.16,-0.01321044830366029,0.6199740084115685,0.8334044593743439,bearing
0.17,0.4149539997623021,0.275939157409467,-0.20593727495487302,bearing
0.18,0.013920430690298899,-0.29457783257538134,-0.3751461339685763,bearing
0.19,-0.3971559601357734,-0.5593039376942713,-0.17221888328359025,bearing
0.2,-0.01879801887994018,0.5238863997031173,0.7885976934225865,bearing
0.21,0.4099419867560867,0.2544296959722174,-0.19261524421010395,bearing
0.22,-0.006706626413451627,-0.24672146081357565,-0.37757561355264635,bearing
0.23,-0.39689086998621004,-0.6102610822018231,-0.21864155896058496,bearing
0.24,-0.0124600119270978,0.5782485837090582,0.8125345040736027,bearing
0.25,0.39230023291102484,0.2585827882726355,-0.184335316423084,bearing
0.26,0.03551753080680351,-0.22545389477912609,-0.4326889147985646,bearing
0.27,-0.4357923405550012,-0.5547935244834766,-0.2194637841304314,bearing
0.28,-0.00028565390118846155,0.5327688910470817,0.7796971464967449,bearing
0.29,0.3893805853206578,0.30400561344692045,-0.22743482164701587,bearing
0.3,-0.0316906660795453,-0.35247199892298386,-0.3608881794085981,bearing
0.31,-0.3943653232073786,-0.634887991693184,-0.19352521689964622,bearing
0.32,-0.021862356183956023,0.5402759491635241,0.8165773682842034,bearing
0.33,0.3994256175411908,0.3182623062631461,-0.09624850746649162,bearing
0.34,0.011835459008360054,-0.25113460608257154,-0.4386151812033311,bearing
0.35000000000000003,-0.38635924570024444,-0.552357335196009,-0.1816318747378916,bearing
0.36,-0.027170212043391293,0.5979787583032038,0.7479014856425721,bearing
0.37,0.394710281284909,0.27056345478696475,-0.2251353434184552,bearing
0.38,0.01277105745746506,-0.28416638899101415,-0.37896352960846125,bearing
