time,ax,ay,az,label
0.0,0.0045013744015303505,0.7381611211334965,1.0130427028467657,imbalance
0.01,0.29378797168784027,0.41271681617277695,-0.29619192903171054,imbalance
0.02,0.006924430927900625,-0.38878186450548674,-0.6505585025000769,imbalance
0.03,-0.2987511501305604,-0.8097796920139029,-0.13667028100856565,imbalance
0.04,0.0032156198324863375,0.7760332761492758,1.1629088355309496,imbalance
0.05,0.29766624415570636,0.32889573658901344,-0.2715975922633377,imbalance
0.06,0.003348285827458475,-0.48880674580335054,-0.5825707788959859,imbalance
0.07,-0.3009818858487711,-0.7337038194515649,-0.22361632341779206,imbalance
0.08,-0.004951190286272208,0.684603679230591,1.0626166726796717,imbalance
0.09,0.289157503428048,0.3530586052214892,-0.2625298181736156,imbalance
0.1,-0.001592493130862285,-0.3953026518692021,-0.556689193718491,imbalance
0.11,-0.29423915538249446,-0.7452574591912251,-0.34095319998206525,imbalance
0.12,0.0059241676533458845,0.7384472890818936,1.076745292667086,imbalance
0.13,0.28948664403446417,0.421209131344515,-0.20817280286783096,imbalance
0.14,-0.005113405264209465,-0.31028949000570094,-0.6686515904612637,imbalance
0.15,-0.2930911456113319,-0.7804236643197981,-0.33362119330029955,imbalance
0.16,-0.004899126200897,0.7807135075384742,1.093242365951582,imbalance
0.17,0.3009735284582056,0.3959605244231122,-0.22053214078628147,imbalance
0.18,0.009291680499537082,-0.3486050184846461,-0.6094383839551242,imbalance
0.19,-0.29936197718608304,-0.7370676928534518,-0.1528069518523677,imbalance
0.2,0.0010094123610640193,0.7106818437689847,1.0701338826965519,imbalance
0.21,0.3040655028881967,0.3989211716837736,-0.25859858534901803,imbalance
0.22,-0.0003001206598749454,-0.3238991450370229,-0.5336441414498194,imbalance
0.23,-0.29870634329851004,-0.797013380788411,-0.2100406244338569,imbalance
0.24,-0.0050951263445605435,0.6715679133585415,1.0609855146085925,imbalance
0.25,0.29333237229022074,0.3993047844476298,-0.26416215529007353,imbalance
0.26,-0.0023330803531278906,-0.3921512903976554,-0.5646660372984764,imbalance
0.27,-0.29890612592552207,-0.6621714725059888,-0.27216870269654847,imbalance
0.28,-0.004491869961307745,0.7465112417729493,1.184582813169637,imbalance
0.29,0.29379606648994955,0.3939379065971606,-0.26440125209747256,imbalance
0.3,0.006334229686150979,-0.3637477564161991,-0.6111800078936087,imbalance
0.31,-0.3090454729852465,-0.7439217092481284,-0.2014735033917147,imbalance
0.32,-0.001058898949053697,0.8107452861286099,1.1508200431049977,imbalance
0.33,0.29711701019624875,0.38906549578252125,-0.23186841946561199,imbalance
0.34,0.011994163823097467,-0.36947933172297515,-0.6731240375191914,imbalance
0.35000000000000003,-0.30118365631374255,-0.6797908981143577,-0.24324145392736296,imbalance
0.36,-0.004491842415658457,0.7944671308255217,1.129574579430254,imbalance
0.37,0.2970571936067026,0.41840093811860946,-0.2669778999224821,imbalance
0.38,-0.004781681237661015,-0.44693503263113443,-0.6175884370544514,imbalance
0.39,-0.2999598091016428,-0.7614777544239958,-0.17058039445022224,imbalance
0.4,-0.014371334012434397,0.7103807856817221,1.1238171556359866,imbalance
0.41000000000000003,0.2970678973373908,0.38164230808848715,-0.20411664360553788,imbalance
0.42,0.002493835169044143,-0.388918313311808,-0.6103175768735529,imbalance
0.43,-0.30574541084781104,-0.7144848315228941,-0.32929849856258886,imbalance
0.44,-0.007159010971843327,0.7116189718186203,1.0663136927411794,imbalance
0.45,0.294969973131262,0.4817524350035668,-0.33525349078721045,imbalance
0.46,0.004504672120704845,-0.24927565772726348,-0.5944861324232044,imbalance
0.47000000000000003,-0.2962144880803942,-0.7392208499973668,-0.20700389428278404,imbalance
0.48,0.013917019282925174,0.7134485748221762,1.1757064271663058,imbalance
0.49,0.2985777347944664,0.35438067866957246,-0.22911588583720888,imbalance
0.5,-0.005928584042446279,-0.31285241137909986,-0.652419680112036,imbalance
0.51,-0.29740715697232833,-0.8327744600094672,-0.2924190661569926,imbalance
0.52,-0.0023662442950140457,0.7218671601402028,1.0885158054453747,imbalance
0.53,0.30423179317592297,0.40385285850949804,-0.2542772137528036,imbalance
0.54,-0.0038799979820741933,-0.3112816574402616,-0.5938647209465464,imbalance
0.55,-0.2908127265962723,-0.6636539097816062,-0.2439432008364325,imbalance
0.56,-0.007683898258785826,0.7185166062061826,1.062007605324021,imbalance
0.5700000000000001,0.30101666544620365,0.3213979216203762,-0.2111925349506199,imbalance
0.58,-0.0015171729958373258,-0.2892693932890486,-0.5662549404820031,imbalance
0.59,-0.3001920893091326,-0.8214528439996592,-0.2302185198630335,imbalance
0.6,-0.004601017901138579,0.7762023733050137,1.0459662170595931,imbalance
0.61,0.2957746685335168,0.441391398270368,-0.19385155873510518,imbalance
0.62,0.002507565242487276,-0.4397019630403998,-0.5502282151772684,imbalance
0.63,-0.29267240331223776,-0.7992722501634592,-0.285044314800898,imbalance
0.64,-0.0021092183447302356,0.6808503850088413,1.1546016143961622,imbalance
0.65,0.31019796978029196,0.42263620680706787,-0.24102338790904987,imbalance
0.66,-0.003352360808702724,-0.35654211021597004,-0.6704976044117417,imbalance
0.67,-0.2924924309138807,-0.7169423171026784,-0.14771273177337063,imbalance
0.68,-0.00497560371075913,0.7536076271438028,0.9989582844930728,imbalance
0.6900000000000001,0.29718571868003,0.5051284996643763,-0.20705147610722935,imbalance
0.7000000000000001,0.0010031221872414061,-0.40963895995602734,-0.576401058083143,imbalance
0.71,-0.31446254595891804,-0.7877734941275822,-0.1928710533946501,imbalance
0.72,-0.0033030991707769957,0.8112374385375636,1.0633135620210075,imbalance
0.73,0.30418877346868056,0.3673927918505338,-0.25175904652381176,imbalance
0.74,0.0006159358355991825,-0.3389181212258172,-0.6087432004768167,imbalance
0.75,-0.3098745106633539,-0.7539485067301973,-0.2271649489145349,imbalance
0.76,-0.005053202367947813,0.8026294765865287,1.0394980727161691,imbalance
0.77,0.2935684753106122,0.355383520150435,-0.2749011011906354,imbalance
0.78,0.00490583071343677,-0.34526067961490453,-0.5358177784801286,imbalance
0.79,-0.30287221885178667,-0.8352058064800968,-0.1812544804941713,imbalance
0.8,0.0008880249884003682,0.727156413865913,1.0413079112260784,imbalance
0.81,0.30973858871521276,0.33071280791497887,-0.24258338864831505,imbalance
0.8200000000000001,0.0032302705044180025,-0.3814891343642099,-0.6648258490245289,imbalance
0.8300000000000001,-0.30151687793022786,-0.7373607734366208,-0.26248507434474144,imbalance
0.84,-0.006171976511015218,0.7377033042528852,1.0931393533334597,imbalance
0.85,0.30501229660566154,0.3338691249726423,-0.2378984081681184,imbalance
0.86,0.003594439705062363,-0.32224836390733,-0.598456997172094,imbalance
0.87,-0.308763597176343,-0.7517014727247625,-0.21166172756722582,imbalance
0.88,-0.0014571127705140102,0.7744229896496063,1.1493748795222452,imbalance
